timestamp,ctn_cpu,ctn_network,ctn_memory,node_cpu,node_network,node_memory
2022-07-27 12:06:19,3.93935222222197e-05,5.443960526088622e-08,0.0,0.12410476190476467,0.3796380952380952,1658923590.895
2022-07-27 12:24:58,7.761059075808188e-05,7.716049382716047e-08,0.0,0.12840489161491603,0.38581904761904756,1658924710.732
2022-07-27 12:25:52,3.4297816666661875e-05,4e-08,0.0,0.1419483252859455,0.37817710862878423,1658924764.732
2022-07-27 12:26:48,6.927412222221819e-05,5.4444444444444444e-08,0.0,0.15536190476190487,0.38444761904761904,1658924819.223
2022-07-27 12:27:45,4.4167427752401295e-05,5.975308641975308e-08,0.0,0.15134285714285828,0.3886545219072288,1658924876.78
2022-07-27 12:28:40,0.00021486408888888616,4.9386008395069036e-08,0.0,0.14391435619517354,0.38321904761904757,1658924941.059
2022-07-27 12:29:43,3.864454444444634e-05,4.9382716049382704e-08,28.034844444444442,0.1319428571428643,0.36860952380952383,1658924994.393
2022-07-27 12:30:43,7.679734444444956e-05,3.1602129131035996e-08,0.0,0.15414352366141054,0.3934095238095238,1658925063.3
2022-07-27 12:31:46,7.111871111111038e-05,3.9992889836924675e-08,57.70808888888889,0.15316190476190605,0.3837653491850285,1658925125.242
2022-07-27 12:32:52,7.589662222221942e-05,6.530864197530862e-08,0.0,0.14697310271258474,0.3952403173121792,1658925183.485
2022-07-27 12:33:45,8.0489088888886e-05,5.4444444444444444e-08,57.3516468862515,0.13309523809523632,0.36207619047619044,1658925236.567
2022-07-27 12:34:58,6.975833333333625e-05,4.45679012345679e-08,0.36408888888888885,0.12731428571428408,0.37368571428571423,1658925313.52
2022-07-27 12:36:02,3.737870000000143e-05,3.5679012345679e-08,0.36408888888888885,0.12740952380952705,0.38048334397058403,1658925373.88
2022-07-27 12:36:57,7.327758888889195e-05,5.4444444444444444e-08,0.0,0.13183987198902336,0.3833619047619048,1658925430.595
2022-07-27 12:37:58,7.224273333333247e-05,2.7775926018514396e-08,32.03982222222222,0.14930476190475622,0.40735026618287096,1658925489.878
2022-07-27 12:38:53,6.276024444444613e-05,5.975308641975308e-08,0.36408888888888885,0.13935238095237762,0.3800190476190476,1658925544.571
2022-07-27 12:39:45,6.309396666666818e-05,4.9382716049382704e-08,0.7281777777777777,0.14068571428571816,0.3653272888313222,1658925596.507
2022-07-27 12:40:37,3.1815666666664316e-05,3.160493827160493e-08,0.0,0.14170476190476192,0.3876952380952381,1658925649.829
2022-07-27 12:41:33,7.270227777778575e-05,4e-08,0.7281777777777777,0.12057142857142977,0.38127392902721957,1658925706.095
2022-07-27 12:42:31,7.906094444444357e-05,3.999377850362843e-08,0.0,0.1340425126661891,0.4094761904761905,1658925762.667
2022-07-27 12:43:35,7.071143333333572e-05,4e-08,0.0,0.20250657117824372,1.2681333333333333,1658925826.551
2022-07-27 12:44:29,7.597407777777892e-05,3.160915268481113e-08,0.0,0.3027809523809487,1.4538190476190476,1658925881.126
2022-07-27 12:45:28,6.88565222222258e-05,3.999733346666074e-08,0.0,0.24932380952381994,1.236,1658925941.738
2022-07-27 12:46:26,7.19725333333285e-05,4e-08,0.0,0.21266321894910675,1.3707142857142858,1658925998.08
2022-07-27 12:48:47,7.376253333333495e-05,4.45679012345679e-08,0.0,0.13973333333332877,0.3823428571428571,1658926138.219
2022-07-27 12:49:44,9.147775555556038e-05,3.5679012345679e-08,0.0,0.1700952380952441,0.3994285714285714,1658926195.707
2022-07-27 12:50:35,9.596380000000219e-05,5.4444444444444444e-08,0.0,0.17782857142856862,0.40250476190476187,1658926246.987
2022-07-27 12:51:51,3.788577777777351e-05,3.5679012345679e-08,0.0,0.1435660066478098,0.37799047619047615,1658926324.053
2022-07-27 12:52:47,7.706287777778561e-05,4.4570872576549805e-08,0.0,0.1426666666666692,0.372985791017485,1658926378.678
2022-07-27 12:53:50,3.2822444444441995e-05,3.160493827160493e-08,0.0,0.15203809523810308,0.4029333333333333,1658926441.68
2022-07-27 12:54:45,6.303987777777446e-05,3.5679012345679e-08,0.9102222222222222,0.15920497509595138,0.3883809523809523,1658926497.412
2022-07-27 12:55:36,6.495358888889414e-05,5.4444444444444444e-08,0.0,0.14622857142857074,0.3837523809523809,1658926547.661
2022-07-27 12:56:28,5.865454444443764e-05,4e-08,0.0,0.1427374115450884,0.39778095238095235,1658926599.785
2022-07-27 12:57:21,5.994028888889088e-05,5.4444444444444444e-08,58.80035555555555,0.1452571428571398,0.38666666666666666,1658926652.026
